Localization,1.0.0,,,,,,,,,,,,
ID,en:English,ja:Japanese,zh:Chinese,zh-CN:ChineseSimplified,zh-TW:ChineseTraditional,fr:French,es:Spanish,ko:Korean,id:Indonesian,th:Thai,ar:Arabic,ru:Russian,de:German
Process is duplicated. Please wait a few time,Process is duplicated. Please wait a few time.,処理が重複しています。しばらくお待ち下さい。,过程是重复的。请稍等时间。,过程是重复的。请稍等时间。,過程是重複的。請稍等時間。,Le processus est dupliqué. S'il vous plaît attendre quelques temps.,"Proceso se duplica. Por favor, espere unos tiempo.",처리가 중복되어 있습니다. 잠시 기다려주십시오.,Proses diduplikasi. Tunggu beberapa waktu.,กระบวนการซ้ำ กรุณารอสักครู่เวลาไม่กี่,يتم تكرار العملية. يرجى الانتظار لوقت قليل.,"Процесс повторяется. Пожалуйста, подождите немного времени.",Prozess dupliziert. Bitte warten Sie einige Zeit.
The path is duplicated. Please try another path,The path is duplicated. Please try another path.,パスが重複しています。他のパスをお試しください。,该路径被复制。请尝试其他路径。,该路径被复制。请尝试其他路径。,該路徑被複製。請嘗試其他路徑。,Le chemin est dupliqué. S'il vous plaît essayer un autre chemin.,"El camino se duplica. Por favor, intente otra ruta.",경로가 중복되어 있습니다. 다른 경로를보십시오.,jalan diduplikasi. Silakan coba jalan lain.,เส้นทางซ้ำ โปรดลองเส้นทางอื่น,تم تكرار المسار. يرجى المحاولة مسار آخر.,"Путь дублируется. Пожалуйста, попробуйте другой путь.",Der Pfad wird dupliziert. Bitte versuchen Sie einen anderen Weg.
Not found instance in hierarchy. Created new instance,Not found instance in hierarchy. Created new instance.,ヒエラルキーにインスタンスが見つかりません。次のインスタンスを作成しました。,在层次结构中找不到实例。创建新实例。,在层次结构中找不到实例。创建新实例。,在層次結構中找不到實例。創建新實例。,Pas trouvé par exemple dans la hiérarchie. nouvelle instance créée.,No se ha encontrado instancia en la jerarquía. Creado nueva instancia.,계층 구조에 인스턴스를 찾을 수 없습니다. 다음 인스턴스를 작성했습니다.,Tidak ditemukan misalnya dalam hirarki. Dibuat contoh baru.,ไม่พบเช่นในลำดับชั้น สร้างตัวอย่างใหม่,لم يتم العثور على سبيل المثال في التسلسل الهرمي. مكون مثيل جديد.,Не найден экземпляр в иерархии. Создан новый экземпляр.,Nicht Instanz in der Hierarchie gefunden. Erstellt neue Instanz.
Not found component in hierarchy. Adding new component to [UnityAppManager],Not found component in hierarchy. Adding new component to [UnityAppManager].,ヒエラルキーにコンポーネントが見つかりません。[UnityAppManager]に次のコンポーネントを作成しました。,未找到层次的部件。添加新组件，以[UnityAppManager]。,未找到层次的部件。添加新组件，以[UnityAppManager]。,未找到層次的部件。添加新組件，以[UnityAppManager]。,Pas trouvé le composant dans la hiérarchie. Ajout d'un nouveau composant à [UnityAppManager].,No se ha encontrado componente en la jerarquía. Adición de un nuevo componente a [UnityAppManager].,계층 구조 구성 요소를 찾을 수 없습니다. [UnityAppManager]에 다음 구성 요소를 만들었습니다.,Tidak ditemukan komponen dalam hirarki. Menambahkan komponen baru untuk [UnityAppManager].,ไม่พบองค์ประกอบในลำดับชั้น เพิ่มองค์ประกอบใหม่ในการ [UnityAppManager],لم يتم العثور على عنصر في التسلسل الهرمي. إضافة عنصر جديد إلى [UnityAppManager].,Не найден компонент в иерархии. Добавление нового компонента в [UnityAppManager].,Nicht Bestandteil in der Hierarchie gefunden. Das Hinzufügen von neuen Komponenten zu [UnityAppManager].
The system instance can not be overwritten,The system instance can not be overwritten.,システムインスタンスは上書きできません。,该系统实例不能被覆盖。,该系统实例不能被覆盖。,該系統實例不能被覆蓋。,L'instance du système ne peut pas être écrasé.,La instancia de sistema no se puede sobrescribir.,시스템 인스턴스는 덮어 쓸 수 없습니다.,Sistem Misalnya tidak dapat ditimpa.,ตัวอย่างระบบไม่สามารถเขียนทับ,لا يمكن الكتابة على سبيل المثال النظام.,Экземпляр система не может быть перезаписана.,Das System kann beispielsweise nicht überschrieben werden.
The object type is different,The object type is different.,オブジェクトのタイプが違います。,对象类型是不同的。,对象类型是不同的。,對象類型是不同的。,Le type d'objet est différent.,El tipo de objeto es diferente.,객체의 유형이 다릅니다.,Jenis objek yang berbeda.,ประเภทวัตถุที่แตกต่างกัน,نوع الكائن هو مختلف.,Тип объекта отличается.,Der Objekttyp ist anders.
This object can not be disabled,This object can not be disabled.,このオブジェクトは非アクティブ化できません。,这个对象不能被禁用。,这个对象不能被禁用。,這個對象不能被禁用。,Cet objet ne peut pas être désactivé.,Este objeto no se puede desactivar.,이 객체는 비활성화 할 수 없습니다.,Objek ini tidak dapat dinonaktifkan.,วัตถุนี้ไม่สามารถปิดการใช้งาน,لا يمكن تعطيل هذا الكائن.,Этот объект не может быть отключен.,Dieses Objekt kann nicht deaktiviert werden.
Key does not exist,Key does not exist.,キーが存在しません。,键不存在。,键不存在。,鍵不存在。,La clé n'existe pas.,La clave no existe.,키가 존재하지 않습니다.,Key tidak ada.,ที่สำคัญไม่ได้อยู่,المفتاح غير موجود.,Ключ не существует.,Schlüssel nicht vorhanden ist.
Dependency initialization failed,Dependency initialization failed,依存関係の初期化に失敗しました。,依赖初始化失败,依赖初始化失败,依賴初始化失敗,initialisation de dépendance échoué,inicialización dependencia fracasó,종속성의 초기화에 실패했습니다.,Ketergantungan inisialisasi gagal,เริ่มต้นการพึ่งพาล้มเหลว,فشلت الاعتماد التهيئة,инициализация Dependency не удалось,Dependency fehlgeschlagen
This device can not access the network,This device can not access the network. Please check the connection status.,ネットワークにアクセスできません。接続状況をご確認下さい。,此设备无法访问网络。请检查连接状态。,此设备无法访问网络。请检查连接状态。,此設備無法訪問網絡。請檢查連接狀態。,Ce dispositif ne peut pas accéder au réseau. S'il vous plaît vérifier l'état de connexion.,"Este dispositivo no puede acceder a la red. Por favor, compruebe el estado de la conexión.",네트워크에 액세스 할 수 없습니다. 연결 상태를 확인하시기 바랍니다.,Perangkat ini tidak dapat mengakses jaringan. Silakan periksa status koneksi.,อุปกรณ์นี้ไม่สามารถเข้าถึงเครือข่าย กรุณาตรวจสอบสถานะการเชื่อมต่อ,لا يمكن لهذا الجهاز الوصول إلى الشبكة. يرجى التحقق من حالة الاتصال.,"Это устройство не может получить доступ к сети. Пожалуйста, проверьте состояние подключения.",Dieses Gerät kann nicht auf das Netzwerk zugreifen. Bitte überprüfen Sie den Verbindungsstatus.
Data parsing failed,Data parsing failed.,データのパースに失敗しました。,数据解析失败。,数据解析失败。,數據解析失敗。,l'analyse des données a échoué.,análisis de datos ha fallado.,데이터 퍼스에 실패했습니다.,Data parsing gagal.,แยกข้อมูลที่ล้มเหลว,فشل تحليل البيانات.,Разбор данных не удалось.,Daten-Parsing fehlgeschlagen.
The specified URL is not a Google spreadsheet URL. Please check the URL,The specified URL is not a Google spreadsheet URL. Please check the URL.,指定したURLはGoogleSpreadSheet URLではありません。URLを確認して下さい。,指定的URL是不是谷歌电子表格网址。请检查URL。,指定的URL是不是谷歌电子表格网址。请检查URL。,指定的URL是不是谷歌電子表格網址。請檢查URL。,L'URL spécifiée est pas une URL de feuille de calcul Google. S'il vous plaît vérifier l'URL.,"La URL especificada no es una hoja de cálculo de Google URL. Por favor, compruebe la URL.",지정된 URL은 GoogleSpreadSheet URL이 없습니다. URL을 확인하십시오.,URL yang ditentukan tidak URL spreadsheet Google. Silakan periksa URL.,URL ที่ระบุไม่ได้เป็น URL ของ Google สเปรดชีต โปรดตรวจสอบ URL,وURL المحدد ليس URL جدول جوجل. يرجى التحقق من URL.,"Указанный URL не является таблица URL Google. Пожалуйста, проверьте URL.",Die angegebene URL ist kein Google-Tabelle URL. Bitte überprüfen Sie die URL.
The specified key is not a mUniSm API Key. Please check the key,The specified key is not a mUniSm API Key. Please check the key.,指定したキーはmUniSm API Keyではありません。キーを確認して下さい。,指定的密钥不是mUniSm API密钥。请检查的关键。,指定的密钥不是mUniSm API密钥。请检查的关键。,指定的密鑰不是mUniSm API密鑰。請檢查的關鍵。,La clé spécifiée est une API clé communisme. S'il vous plaît vérifier la clé.,"La clave especificada no es una clave de la API comunismo. Por favor, compruebe la clave.",지정된 키는 mUniSm API Key가 없습니다. 키를 확인하십시오.,Kuncinya ditentukan tidak Key mUniSm API. Silakan periksa kunci.,คีย์ที่ระบุไม่ได้เป็น mUniSm คีย์ API กรุณาตรวจสอบที่สำคัญ,المفتاح المحدد ليس مفتاح mUniSm API. يرجى التحقق من المفتاح.,"Указанный ключ не является mUniSm API Key. Пожалуйста, проверьте ключ.",Der angegebene Schlüssel ist kein mUniSm API Key. Überprüfen Sie bitte die Taste.
Database authentication is not done. Please do [mDatabaseAuth.Initialize( )] and [mDatabaseAuth.Login( )],Database authentication is not done. Please do [mDatabaseAuth.Initialize( )] and [mDatabaseAuth.Login( )],データベースの認証が完了していません。[mDatabaseAuth.Initialize( )]と[mDatabaseAuth.Login( )]を実行して下さい。,数据库验证不这样做。请不要[mDatabaseAuth.Initialize（）]和[mDatabaseAuth.Login（）],数据库验证不这样做。请不要[mDatabaseAuth.Initialize（）]和[mDatabaseAuth.Login（）],數據庫驗證不這樣做。請不要[mDatabaseAuth.Initialize（）]和[mDatabaseAuth.Login（）],l'authentification de base de données ne se fait pas. S'il vous plaît faire [mDatabaseAuth.Initialize ()] et [mDatabaseAuth.Login ()],"la autenticación de base de datos no se realiza. Por favor, haga [mDatabaseAuth.Initialize ()] y [mDatabaseAuth.Login ()]",데이터베이스 인증이 완료되지 않습니다. [mDatabaseAuth.Initialize () 및 mDatabaseAuth.Login ()를 실행하십시오.,otentikasi database tidak dilakukan. Silakan lakukan [mDatabaseAuth.Initialize ()] dan [mDatabaseAuth.Login ()],การตรวจสอบฐานข้อมูลไม่ได้ทำ กรุณาทำ [mDatabaseAuth.Initialize ()] และ [mDatabaseAuth.Login ()],لا يتم المصادقة قاعدة البيانات. يرجى القيام [mDatabaseAuth.Initialize ()] و [mDatabaseAuth.Login ()],Проверка подлинности базы данных не выполняется. Пожалуйста [mDatabaseAuth.Initialize ()] и [mDatabaseAuth.Login ()],Datenbank-Authentifizierung wird nicht durchgeführt. Bitte [mDatabaseAuth.Initialize ()] und [mDatabaseAuth.Login ()]
Google authentication system is not found,Google authentication system is not found.,Google認証のシステムが見つかりません。,谷歌认证系统是找不到的。,谷歌认证系统是找不到的。,谷歌認證系統是找不到的。,système d'authentification Google est introuvable.,No se encuentra el sistema de autenticación de Google.,Google 인증 시스템이 없습니다.,sistem otentikasi Google tidak ditemukan.,ระบบการตรวจสอบของ Google ไม่พบ,لم يتم العثور على نظام التوثيق جوجل.,Система аутентификации Google не найден.,Google-Authentifizierungssystem nicht gefunden wird.
It is already logged in to google,It is already logged in to google.,すでにGoogleログイン済みです。,它已经登录到谷歌。,它已经登录到谷歌。,它已經登錄到谷歌。,Il est déjà connecté à Google.,Ya se ha iniciado sesión en Google.,이미 Google 로그인되었습니다.,Hal ini sudah masuk ke google.,มันถูกบันทึกไว้แล้วใน google,يتم تسجيل بالفعل في لجوجل.,Он уже вошел в систему с помощью Google.,Es ist bereits in Google angemeldet.
Logged out,Logged out.,ログアウトしました。,登出。,登出。,登出。,Déconnecté.,Desconectado.,로그 아웃했습니다.,Keluar.,ออกจากระบบ.,تسجيل الخروج.,Вышли из.,Abgemeldet.
Fraud in time system was found. Data can not be updated,Fraud in time system was found. Data can not be updated.,時間処理で不正が発見されました。データを更新できません。,欺诈及时发现系统。数据不能被更新。,欺诈及时发现系统。数据不能被更新。,欺詐及時發現系統。數據不能被更新。,La fraude dans le système de temps a été trouvé. Les données ne peuvent être mis à jour.,Se encontró el fraude en el sistema de tiempo. Los datos no se puede actualizar.,시간 처리에서 부정이 발견되었습니다. 데이터를 업데이트 할 수 없습니다.,Penipuan dalam sistem waktu ditemukan. Data tidak dapat diperbarui.,การทุจริตในระบบเวลาก็พบว่า ข้อมูลที่ไม่สามารถปรับปรุง,تم العثور على الغش في نظام الوقت. لا يمكن تحديث البيانات.,Мошенничество в системе времени было найдено. Данные не могут быть обновлены.,Betrug in Zeitsystem gefunden wurde. Die Daten können nicht aktualisiert werden.
Data read with [RequestAutomaticallyUpdate] can not be refreshed.,Data read with [RequestAutomaticallyUpdate] can not be refreshed.,[RequestAutomaticallyUpdate]経由で読み込まれたデータは更新できません。,与[RequestAutomaticallyUpdate]读取的数据不能被刷新。,与[RequestAutomaticallyUpdate]读取的数据不能被刷新。,與[RequestAutomaticallyUpdate]讀取的數據不能被刷新。,Les données lues avec [RequestAutomaticallyUpdate] ne peut pas être rafraîchi.,Los datos leídos con [RequestAutomaticallyUpdate] no pueden actualizarse.,[RequestAutomaticallyUpdate]를 통해로드 된 데이터는 업데이트 할 수 없습니다.,Data dibaca dengan [RequestAutomaticallyUpdate] tidak dapat lebih segar.,อ่านข้อมูลได้ด้วย [RequestAutomaticallyUpdate] ไม่สามารถได้รับการฟื้นฟู,قراءة البيانات مع [RequestAutomaticallyUpdate] لا يمكن أن يكون منتعشة.,"Данные, считываемые с [RequestAutomaticallyUpdate] не могут быть обновлены.",Daten lesen mit [RequestAutomaticallyUpdate] kann nicht aktualisiert werden.
Network already connected,You are already connected to the network.,ネットワークにすでに接続済みです。,您已连接到网络。,您已连接到网络。,您已連接到網絡。,Vous êtes déjà connecté au réseau.,Ya está conectado a la red.,네트워크에 이미 연결되었습니다.,Anda sudah terhubung ke jaringan.,คุณกำลังเชื่อมต่อกับเครือข่าย,كنت بالفعل متصلا بالشبكة.,Вы уже подключены к сети.,Sie sind bereits mit dem Netzwerk verbunden.
Network already disconnected,It has already been disconnected from the network.,ネットワークからすでに切断済みです。,它已经从网络上断开。,它已经从网络上断开。,它已經從網絡上斷開。,Il a déjà été déconnecté du réseau.,Ya se ha desconectado de la red.,네트워크에서 이미 절단되었습니다.,Sudah terputus dari jaringan.,มันได้รับการตัดการเชื่อมต่อแล้วจากเครือข่าย,وقد تم بالفعل قطع الاتصال من الشبكة.,Он уже был отключен от сети.,Es wird bereits vom Netz getrennt.
Online connection is not made,I can not create an online connection.,オンラインの接続が作成できません。,我不能创建一个在线的连接。,我不能创建一个在线的连接。,我不能創建一個在線的連接。,Je ne peux pas créer une connexion en ligne.,No puedo crear una conexión en línea.,온라인 연결을 만들 수 없습니다.,Saya tidak dapat membuat koneksi online.,ฉันไม่สามารถสร้างการเชื่อมต่อออนไลน์,لا أستطيع إنشاء اتصال عبر الإنترنت.,Я не могу создать интернет-соединение.,Ich kann keine Online-Verbindung erstellen.
The ad unit is not ready. Please wait,The ad unit is not ready. Please wait a moment.,広告ユニットの準備ができていません。少々お待ちください。,广告单元没有准备好。请稍候。,广告单元没有准备好。请稍候。,廣告單元沒有準備好。請稍候。,L'unité d'annonce n'est pas prêt. Patientez s'il-vous-plait.,"El bloque de anuncios no está listo. Por favor, espere un momento.",광고 단위의 준비가되어 있지 않습니다. 잠시만 기다려주십시오.,Unit iklan tidak siap. Silakan tunggu beberapa saat.,หน่วยโฆษณาไม่พร้อม โปรดรอสักครู่.,الوحدة الإعلانية ليست جاهزة. فضلا انتظر لحظة.,"Рекламный блок не готов. Пожалуйста, подождите.",Die Anzeige-Einheit ist nicht bereit. Bitte warte einen Moment.
Location service is not supported,Location service is not supported.,位置情報サービスに対応していません。,不支持定位服务。,不支持定位服务。,不支持定位服務。,Service de localisation ne sont pas pris en charge.,servicio de localización no es compatible.,위치 정보 서비스를 지원하지 않습니다.,Lokasi layanan tidak didukung.,บริการสถานที่ไม่ได้รับการสนับสนุน,غير معتمد خدمة الموقع.,Место службы не поддерживается.,Ort-Service wird nicht unterstützt.
Purchasing is restricted,Purchasing is restricted.,課金が制限されています。,采购受到限制。,采购受到限制。,採購受到限制。,Achat est limité.,Compra está restringido.,결제가 제한되어 있습니다.,Pembelian dibatasi.,ซื้อถูก จำกัด,ويقتصر الشراء.,Снабжение ограничено.,Einkauf ist eingeschränkt.
Sunday,Sunday,日曜日,星期日,星期日,星期日,dimanche,domingo,일요일,Minggu,วันอาทิตย์,الأحد,Воскресенье,Sonntag
Monday,Monday,月曜日,星期一,星期一,星期一,Lundi,lunes,월요일,Senin,วันจันทร์,الإثنين,понедельник,Montag
Tuesday,Tuesday,火曜日,星期二,星期二,星期二,Mardi,martes,화요일,Selasa,วันอังคาร,الثلاثاء,вторник,Dienstag
Wednesday,Wednesday,水曜日,星期三,星期三,星期三,Mercredi,miércoles,수요일,Rabu,วันพุธ,الأربعاء,среда,Mittwoch
Thursday,Thursday,木曜日,星期四,星期四,星期四,Jeudi,jueves,목요일,Kamis,วันพฤหัสบดี,الخميس,Четверг,Donnerstag
Friday,Friday,金曜日,星期五,星期五,星期五,Vendredi,viernes,금요일,Jumat,วันศุกร์,يوم الجمعة,пятница,Freitag
Saturday,Saturday,土曜日,星期六,星期六,星期六,samedi,sábado,토요일,Sabtu,วันเสาร์,يوم السبت,суббота,Samstag
Day,{0} day,{0}日,{0}天,{0}天,{0}天,{0} jour,{0} día,{0} 일,{0} hari,{0} วัน,{0} اليوم,{0} день,{0} Tag
Month,{0} month,{0}月,{0}个月,{0}个月,{0}個月,{0} mois,{0} mes,{0} 달,{0} bulan,{0} เดือน,{0} الشهر,{0} месяц,{0} Monat
